91,73,0,2009-12-18 06:00,0.19055630221,0.152464,2.673797,133.856515,0.0416666666278616,1
91,73,1,2009-12-18 07:00,0.2222644835,0.153499,2.673797,136.931664,0.0416666666278616,1
91,73,2,2009-12-18 08:00,0.13135218602,0.152103,2.673797,143.695197,0.0416666666278616,1
91,73,3,2009-12-18 09:00,-0.061759400625,0.149403,2.673797,162.286121,0.0416666666278616,1
91,73,4,2009-12-18 10:00,-0.26555884827,0.145956,17.985612,214.426132,0.0416666666278616,1
91,73,5,2009-12-18 11:00,-0.43984654797,0.141056,17.985612,250.374176,0.0416666666278616,1
91,73,6,2009-12-18 12:00,-0.43924811728,0.14053,17.985612,255.505204,0.0416666666278616,1
91,73,7,2009-12-18 13:00,-0.33187949357,0.140435,16.339869,251.288762,0.0416666666278616,1
91,73,8,2009-12-18 14:00,-0.17786630615,0.142718,16.339869,248.389643,0.0416666666278616,1
91,73,9,2009-12-18 15:00,0.044206344821,0.146292,16.339869,244.771695,0.0416666666278616,1
91,73,10,2009-12-18 16:00,0.26063420908,0.148407,16.339869,241.582249,0.0416666666278616,1
91,73,11,2009-12-18 17:00,0.45457517131,0.152664,16.339869,250.516148,0.0416666666278616,1
91,73,12,2009-12-18 18:00,0.48641996326,0.151358,16.339869,260.940864,0.0416666666278616,1
91,73,13,2009-12-18 19:00,0.43241712573,0.150239,16.339869,251.482427,0.0416666666278616,1
91,73,14,2009-12-18 20:00,0.27970020697,0.14649,16.339869,249.438405,0.0416666666278616,1
91,73,15,2009-12-18 21:00,0.014172582099,0.142341,16.339869,256.883773,0.0416666666278616,1
91,73,16,2009-12-18 22:00,-0.29916921941,0.141331,16.339869,264.070343,0.0416666666278616,1
91,73,17,2009-12-18 23:00,-0.59375648801,0.138468,16.339869,273.909228,0.0416666666278616,1
91,73,18,2009-12-19 00:00,-0.69801451153,0.131612,16.339869,274.060001,0.0416666666278616,1
91,73,19,2009-12-19 01:00,-0.63948634821,0.136309,16.339869,277.401275,0.0416666666278616,1
91,73,20,2009-12-19 02:00,-0.5244416267,0.137204,16.339869,276.591434,0.0416666666278616,1
91,73,21,2009-12-19 03:00,-0.37398751648,0.140682,16.339869,276.23143,0.0416666666278616,1
91,73,22,2009-12-19 04:00,-0.20261042285,0.145623,16.339869,278.575154,0.0416666666278616,1
91,73,23,2009-12-19 05:00,0.045366685503,0.150841,16.339869,281.125163,0.0416666666278616,1
91,73,24,2009-12-19 06:00,0.23430088939,0.152515,16.339869,286.363736,0.0416666666278616,1
91,73,25,2009-12-19 07:00,0.32439010627,0.149951,16.339869,293.213283,0.0416666666278616,1
91,73,26,2009-12-19 08:00,0.30811176585,0.14194,16.339869,296.461464,0.0416666666278616,1
91,73,27,2009-12-19 09:00,0.16393449771,0.140223,16.339869,310.480524,0.0416666666278616,1
91,73,28,2009-12-19 10:00,-0.041794358018,0.134996,16.339869,313.171105,0.0416666666278616,1
91,73,29,2009-12-19 11:00,-0.26437635841,0.137542,16.339869,309.788366,0.0416666666278616,1
91,73,30,2009-12-19 12:00,-0.36982317735,0.138943,14.858841,309.586713,0.0416666666278616,1
